#pages	 proc	         sum
2069	 0.000312	 1046914
2070	 0.000313	 1047420
2071	 0.000313	 1047926
2072	 0.000313	 1048432
2073	 0.000313	 1046865
2074	 0.000313	 1047370
2075	 0.000312	 1047875
2076	 0.000313	 1048380
2077	 0.000312	 1046808
2078	 0.000312	 1047312
2079	 0.000313	 1047816
2080	 0.000315	 1048320
2081	 0.000313	 1046743
2082	 0.000312	 1047246
2083	 0.000324	 1047749
2084	 0.000313	 1048252
2085	 0.000312	 1046670
2086	 0.000312	 1047172
2087	 0.000313	 1047674
2088	 0.000312	 1048176
2089	 0.000313	 1046589
2090	 0.000312	 1047090
2091	 0.000313	 1047591
2092	 0.000315	 1048092
2093	 0.000312	 1046500
2094	 0.000313	 1047000
2095	 0.000313	 1047500
2096	 0.000312	 1048000
2097	 0.000313	 1048500
2098	 0.000312	 1046902
2099	 0.000313	 1047401
2100	 0.000313	 1047900
2101	 0.000312	 1048399
2102	 0.000313	 1046796
2103	 0.000312	 1047294
2104	 0.000313	 1047792
2105	 0.000315	 1048290
2106	 0.000313	 1046682
2107	 0.000312	 1047179
2108	 0.000312	 1047676
2109	 0.000313	 1048173
2110	 0.000312	 1046560
2111	 0.000312	 1047056
2112	 0.000313	 1047552
2113	 0.000313	 1048048
2114	 0.000313	 1048544
2115	 0.000313	 1046925
2116	 0.000312	 1047420
2117	 0.000313	 1047915
2118	 0.000315	 1048410
2119	 0.000312	 1046786
2120	 0.000312	 1047280
2121	 0.000313	 1047774
2122	 0.000313	 1048268
2123	 0.000312	 1046639
2124	 0.000312	 1047132
2125	 0.000313	 1047625
2126	 0.000312	 1048118
2127	 0.000313	 1046484
2128	 0.000312	 1046976
2129	 0.000312	 1047468
2130	 0.000313	 1047960
2131	 0.000315	 1048452
2132	 0.000312	 1046812
2133	 0.000313	 1047303
2134	 0.000312	 1047794
2135	 0.000313	 1048285
2136	 0.000312	 1046640
2137	 0.000312	 1047130
2138	 0.000326	 1047620
2139	 0.000313	 1048110
2140	 0.000312	 1046460
2141	 0.000312	 1046949
2142	 0.000312	 1047438
2143	 0.000316	 1047927
2144	 0.000313	 1048416
2145	 0.000312	 1046760
2146	 0.000312	 1047248
2147	 0.000313	 1047736
2148	 0.000312	 1048224
2149	 0.000312	 1046563
2150	 0.000313	 1047050
2151	 0.000312	 1047537
2152	 0.000312	 1048024
2153	 0.000313	 1048511
2154	 0.000312	 1046844
2155	 0.000313	 1047330
2156	 0.000314	 1047816
2157	 0.000313	 1048302
2158	 0.000312	 1046630
2159	 0.000312	 1047115
2160	 0.000313	 1047600
2161	 0.000312	 1048085
2162	 0.000313	 1048570
2163	 0.000313	 1046892
2164	 0.000312	 1047376
2165	 0.000312	 1047860
2166	 0.000313	 1048344
2167	 0.000312	 1046661
2168	 0.000312	 1047144
2169	 0.000314	 1047627
2170	 0.000313	 1048110
2171	 0.000312	 1046422
2172	 0.000312	 1046904
2173	 0.000312	 1047386
2174	 0.000313	 1047868
2175	 0.000312	 1048350
2176	 0.000313	 1046656
2177	 0.000313	 1047137
2178	 0.000312	 1047618
2179	 0.000313	 1048099
2180	 0.000312	 1046400
2181	 0.000312	 1046880
2182	 0.000314	 1047360
2183	 0.000313	 1047840
2184	 0.000313	 1048320
2185	 0.000312	 1046615
2186	 0.000312	 1047094
2187	 0.000312	 1047573
2188	 0.000313	 1048052
2189	 0.000312	 1048531
2190	 0.000313	 1046820
2191	 0.000312	 1047298
2192	 0.000324	 1047776
2193	 0.000313	 1048254
2194	 0.000314	 1046538
2195	 0.000313	 1047015
2196	 0.000312	 1047492
2197	 0.000312	 1047969
2198	 0.000313	 1048446
2199	 0.000312	 1046724
2200	 0.000312	 1047200
2201	 0.000313	 1047676
2202	 0.000313	 1048152
2203	 0.000312	 1046425
2204	 0.000312	 1046900
2205	 0.000312	 1047375
2206	 0.000313	 1047850
2207	 0.000315	 1048325
2208	 0.000312	 1046592
2209	 0.000312	 1047066
2210	 0.000313	 1047540
2211	 0.000313	 1048014
2212	 0.000312	 1048488
2213	 0.000312	 1046749
2214	 0.000312	 1047222
2215	 0.000313	 1047695
2216	 0.000313	 1048168
2217	 0.000312	 1046424
2218	 0.000312	 1046896
2219	 0.000312	 1047368
2220	 0.000315	 1047840
2221	 0.000313	 1048312
2222	 0.000312	 1046562
2223	 0.000312	 1047033
2224	 0.000312	 1047504
2225	 0.000313	 1047975
2226	 0.000313	 1048446
2227	 0.000312	 1046690
2228	 0.000312	 1047160
2229	 0.000313	 1047630
2230	 0.000312	 1048100
2231	 0.000313	 1048570
2232	 0.000314	 1046808
2233	 0.000312	 1047277
2234	 0.000312	 1047746
2235	 0.000313	 1048215
2236	 0.000312	 1046448
2237	 0.000312	 1046916
2238	 0.000313	 1047384
2239	 0.000313	 1047852
2240	 0.000312	 1048320
2241	 0.000312	 1046547
2242	 0.000312	 1047014
2243	 0.000313	 1047481
2244	 0.000324	 1047948
2245	 0.000315	 1048415
2246	 0.000312	 1046636
2247	 0.000312	 1047102
2248	 0.000313	 1047568
2249	 0.000312	 1048034
2250	 0.000313	 1048500
2251	 0.000313	 1046715
2252	 0.000313	 1047180
2253	 0.000312	 1047645
2254	 0.000312	 1048110
2255	 0.000313	 1048575
2256	 0.000312	 1046784
2257	 0.000312	 1047248
2258	 0.000315	 1047712
2259	 0.000312	 1048176
2260	 0.000312	 1046380
2261	 0.000312	 1046843
2262	 0.000313	 1047306
2263	 0.000312	 1047769
2264	 0.000313	 1048232
2265	 0.000312	 1046430
2266	 0.000313	 1046892
2267	 0.000312	 1047354
2268	 0.000312	 1047816
2269	 0.000313	 1048278
2270	 0.000312	 1046470
2271	 0.000314	 1046931
2272	 0.000312	 1047392
2273	 0.000313	 1047853
2274	 0.000312	 1048314
2275	 0.000312	 1046500
2276	 0.000312	 1046960
2277	 0.000312	 1047420
2278	 0.000313	 1047880
2279	 0.000312	 1048340
2280	 0.000312	 1046520
2281	 0.000312	 1046979
2282	 0.000312	 1047438
2283	 0.000315	 1047897
2284	 0.000313	 1048356
2285	 0.000312	 1046530
2286	 0.000312	 1046988
2287	 0.000312	 1047446
2288	 0.000313	 1047904
2289	 0.000312	 1048362
2290	 0.000312	 1046530
2291	 0.000312	 1046987
2292	 0.000312	 1047444
2293	 0.000313	 1047901
2294	 0.000312	 1048358
2295	 0.000312	 1046520
2296	 0.000314	 1046976
2297	 0.000312	 1047432
2298	 0.000325	 1047888
2299	 0.000313	 1048344
2300	 0.000312	 1046500
2301	 0.000312	 1046955
2302	 0.000312	 1047410
2303	 0.000312	 1047865
2304	 0.000313	 1048320
2305	 0.000312	 1046470
2306	 0.000312	 1046924
2307	 0.000312	 1047378
2308	 0.000312	 1047832
2309	 0.000315	 1048286
2310	 0.000312	 1046430
2311	 0.000312	 1046883
2312	 0.000312	 1047336
2313	 0.000313	 1047789
2314	 0.000313	 1048242
2315	 0.000312	 1046380
2316	 0.000312	 1046832
2317	 0.000312	 1047284
2318	 0.000312	 1047736
2319	 0.000313	 1048188
2320	 0.000312	 1046320
2321	 0.000312	 1046771
2322	 0.000314	 1047222
2323	 0.000312	 1047673
2324	 0.000313	 1048124
2325	 0.000312	 1048575
2326	 0.000312	 1046700
2327	 0.000312	 1047150
2328	 0.000313	 1047600
2329	 0.000312	 1048050
2330	 0.000312	 1048500
2331	 0.000312	 1046619
2332	 0.000313	 1047068
2333	 0.000313	 1047517
2334	 0.000314	 1047966
2335	 0.000313	 1048415
2336	 0.000312	 1046528
2337	 0.000312	 1046976
2338	 0.000312	 1047424
2339	 0.000313	 1047872
2340	 0.000312	 1048320
2341	 0.000312	 1046427
2342	 0.000312	 1046874
2343	 0.000312	 1047321
2344	 0.000312	 1047768
2345	 0.000313	 1048215
2346	 0.000311	 1046316
2347	 0.000315	 1046762
2348	 0.000312	 1047208
2349	 0.000312	 1047654
2350	 0.000323	 1048100
2351	 0.000313	 1048546
2352	 0.000312	 1046640
2353	 0.000312	 1047085
2354	 0.000312	 1047530
2355	 0.000312	 1047975
2356	 0.000312	 1048420
2357	 0.000312	 1046508
2358	 0.000312	 1046952
2359	 0.000313	 1047396
2360	 0.000326	 1047840
2361	 0.000312	 1048284
2362	 0.000312	 1046366
2363	 0.000312	 1046809
2364	 0.000312	 1047252
2365	 0.000312	 1047695
2366	 0.000312	 1048138
2367	 0.000312	 1046214
2368	 0.000312	 1046656
2369	 0.000312	 1047098
2370	 0.000312	 1047540
2371	 0.000312	 1047982
2372	 0.000313	 1048424
2373	 0.000314	 1046493
2374	 0.000312	 1046934
2375	 0.000312	 1047375
2376	 0.000312	 1047816
2377	 0.000313	 1048257
2378	 0.000311	 1046320
2379	 0.000313	 1046760
2380	 0.000312	 1047200
2381	 0.000312	 1047640
2382	 0.000313	 1048080
2383	 0.000312	 1048520
2384	 0.000312	 1046576
2385	 0.000314	 1047015
2386	 0.000312	 1047454
2387	 0.000312	 1047893
2388	 0.000313	 1048332
2389	 0.000311	 1046382
2390	 0.000312	 1046820
2391	 0.000312	 1047258
2392	 0.000312	 1047696
2393	 0.000313	 1048134
2394	 0.000312	 1048572
2395	 0.000312	 1046615
2396	 0.000312	 1047052
2397	 0.000312	 1047489
2398	 0.000314	 1047926
2399	 0.000312	 1048363
2400	 0.000312	 1046400
2401	 0.000312	 1046836
2402	 0.000312	 1047272
2403	 0.000312	 1047708
2404	 0.000325	 1048144
2405	 0.000312	 1046175
2406	 0.000312	 1046610
2407	 0.000328	 1047045
2408	 0.000313	 1047480
2409	 0.000312	 1047915
2410	 0.000313	 1048350
2411	 0.000315	 1046374
2412	 0.000312	 1046808
2413	 0.000312	 1047242
2414	 0.000312	 1047676
2415	 0.000312	 1048110
2416	 0.000312	 1048544
2417	 0.000312	 1046561
2418	 0.000312	 1046994
2419	 0.000312	 1047427
2420	 0.000312	 1047860
2421	 0.000312	 1048293
2422	 0.000312	 1046304
2423	 0.000312	 1046736
2424	 0.000315	 1047168
2425	 0.000312	 1047600
2426	 0.000313	 1048032
2427	 0.000312	 1048464
2428	 0.000312	 1046468
2429	 0.000311	 1046899
2430	 0.000312	 1047330
2431	 0.000312	 1047761
2432	 0.000312	 1048192
2433	 0.000312	 1046190
2434	 0.000312	 1046620
2435	 0.000312	 1047050
2436	 0.000315	 1047480
2437	 0.000312	 1047910
2438	 0.000312	 1048340
2439	 0.000312	 1046331
2440	 0.000312	 1046760
2441	 0.000312	 1047189
2442	 0.000312	 1047618
2443	 0.000312	 1048047
2444	 0.000312	 1048476
2445	 0.000312	 1046460
2446	 0.000312	 1046888
2447	 0.000312	 1047316
2448	 0.000313	 1047744
2449	 0.000314	 1048172
2450	 0.000312	 1046150
2451	 0.000312	 1046577
2452	 0.000312	 1047004
2453	 0.000312	 1047431
2454	 0.000312	 1047858
2455	 0.000325	 1048285
2456	 0.000312	 1046256
2457	 0.000312	 1046682
2458	 0.000312	 1047108
2459	 0.000312	 1047534
2460	 0.000312	 1047960
2461	 0.000313	 1048386
2462	 0.000314	 1046350
2463	 0.000313	 1046775
2464	 0.000314	 1047200
2465	 0.000313	 1047625
2466	 0.000313	 1048050
2467	 0.000359	 1048475
2468	 0.000312	 1046432
2469	 0.000313	 1046856
2470	 0.000312	 1047280
2471	 0.000313	 1047704
2472	 0.000313	 1048128
2473	 0.000313	 1048552
2474	 0.000312	 1046502
2475	 0.000319	 1046925
2476	 0.000312	 1047348
2477	 0.000312	 1047771
2478	 0.000313	 1048194
2479	 0.000311	 1046138
2480	 0.000312	 1046560
2481	 0.000312	 1046982
2482	 0.000312	 1047404
2483	 0.000312	 1047826
2484	 0.000313	 1048248
2485	 0.000312	 1046185
2486	 0.000366	 1046606
2487	 0.000317	 1047027
2488	 0.000313	 1047448
2489	 0.000312	 1047869
2490	 0.000312	 1048290
2491	 0.000312	 1046220
2492	 0.000311	 1046640
2493	 0.000312	 1047060
2494	 0.000312	 1047480
2495	 0.000312	 1047900
2496	 0.000388	 1048320
2497	 0.000312	 1046243
2498	 0.000312	 1046662
2499	 0.000312	 1047081
2500	 0.000343	 1047500
2501	 0.000312	 1047919
2502	 0.000312	 1048338
2503	 0.000312	 1046254
2504	 0.000312	 1046672
2505	 0.000311	 1047090
2506	 0.000312	 1047508
2507	 0.000313	 1047926
2508	 0.000312	 1048344
2509	 0.000331	 1046253
2510	 0.000312	 1046670
2511	 0.000312	 1047087
2512	 0.000331	 1047504
2513	 0.000312	 1047921
2514	 0.000313	 1048338
2515	 0.000312	 1046240
2516	 0.000312	 1046656
2517	 0.000312	 1047072
2518	 0.000312	 1047488
2519	 0.000312	 1047904
2520	 0.000312	 1048320
2521	 0.000311	 1046215
2522	 0.000312	 1046630
2523	 0.000312	 1047045
2524	 0.000312	 1047460
2525	 0.000315	 1047875
2526	 0.000312	 1048290
2527	 0.000312	 1046178
2528	 0.000311	 1046592
2529	 0.000312	 1047006
2530	 0.000312	 1047420
2531	 0.000312	 1047834
2532	 0.000312	 1048248
2533	 0.000312	 1046129
2534	 0.000311	 1046542
2535	 0.000312	 1046955
2536	 0.000312	 1047368
2537	 0.000312	 1047781
2538	 0.000314	 1048194
2539	 0.000312	 1046068
2540	 0.000311	 1046480
2541	 0.000312	 1046892
2542	 0.000312	 1047304
2543	 0.000312	 1047716
2544	 0.000312	 1048128
2545	 0.000313	 1048540
2546	 0.000311	 1046406
2547	 0.000312	 1046817
2548	 0.000312	 1047228
2549	 0.000312	 1047639
2550	 0.000314	 1048050
2551	 0.000312	 1048461
2552	 0.000312	 1046320
2553	 0.000311	 1046730
2554	 0.000312	 1047140
2555	 0.000312	 1047550
2556	 0.000312	 1047960
2557	 0.000312	 1048370
2558	 0.000312	 1046222
2559	 0.000312	 1046631
2560	 0.000326	 1047040
2561	 0.000312	 1047449
2562	 0.000312	 1047858
2563	 0.000315	 1048267
2564	 0.000311	 1046112
2565	 0.000312	 1046520
2566	 0.000312	 1046928
2567	 0.000312	 1047336
2568	 0.000312	 1047744
2569	 0.000312	 1048152
2570	 0.000313	 1048560
2571	 0.000311	 1046397
2572	 0.000313	 1046804
2573	 0.000312	 1047211
2574	 0.000312	 1047618
2575	 0.000312	 1048025
2576	 0.000314	 1048432
2577	 0.000312	 1046262
2578	 0.000312	 1046668
2579	 0.000312	 1047074
2580	 0.000312	 1047480
2581	 0.000312	 1047886
2582	 0.000312	 1048292
2583	 0.000311	 1046115
2584	 0.000312	 1046520
2585	 0.000312	 1046925
2586	 0.000312	 1047330
2587	 0.000312	 1047735
2588	 0.000312	 1048140
2589	 0.000315	 1048545
2590	 0.000312	 1046360
2591	 0.000312	 1046764
2592	 0.000312	 1047168
2593	 0.000312	 1047572
2594	 0.000313	 1047976
2595	 0.000312	 1048380
2596	 0.000312	 1046188
2597	 0.000311	 1046591
2598	 0.000312	 1046994
2599	 0.000312	 1047397
2600	 0.000312	 1047800
2601	 0.000312	 1048203
2602	 0.000337	 1046004
2603	 0.000312	 1046406
2604	 0.000312	 1046808
2605	 0.000312	 1047210
2606	 0.000311	 1047612
2607	 0.000312	 1048014
2608	 0.000312	 1048416
2609	 0.000311	 1046209
2610	 0.000312	 1046610
2611	 0.000312	 1047011
2612	 0.000312	 1047412
2613	 0.000312	 1047813
2614	 0.000315	 1048214
2615	 0.000327	 1046000
2616	 0.000311	 1046400
2617	 0.000312	 1046800
2618	 0.000312	 1047200
2619	 0.000311	 1047600
2620	 0.000312	 1048000
2621	 0.000313	 1048400
2622	 0.000312	 1046178
2623	 0.000312	 1046577
2624	 0.000311	 1046976
2625	 0.000311	 1047375
2626	 0.000312	 1047774
2627	 0.000315	 1048173
2628	 0.000312	 1048572
2629	 0.000312	 1046342
2630	 0.000311	 1046740
2631	 0.000312	 1047138
2632	 0.000312	 1047536
2633	 0.000312	 1047934
2634	 0.000312	 1048332
2635	 0.000312	 1046095
2636	 0.000312	 1046492
2637	 0.000312	 1046889
2638	 0.000312	 1047286
2639	 0.000312	 1047683
2640	 0.000314	 1048080
2641	 0.000312	 1048477
2642	 0.000311	 1046232
2643	 0.000312	 1046628
2644	 0.000311	 1047024
2645	 0.000313	 1047420
2646	 0.000312	 1047816
2647	 0.000312	 1048212
2648	 0.000311	 1045960
2649	 0.000311	 1046355
2650	 0.000312	 1046750
2651	 0.000312	 1047145
2652	 0.000315	 1047540
2653	 0.000312	 1047935
2654	 0.000312	 1048330
2655	 0.000312	 1046070
2656	 0.000312	 1046464
2657	 0.000312	 1046858
2658	 0.000312	 1047252
2659	 0.000312	 1047646
2660	 0.000312	 1048040
2661	 0.000313	 1048434
2662	 0.000311	 1046166
2663	 0.000312	 1046559
2664	 0.000311	 1046952
2665	 0.000315	 1047345
2666	 0.000312	 1047738
2667	 0.000312	 1048131
2668	 0.000312	 1048524
2669	 0.000327	 1046248
2670	 0.000312	 1046640
2671	 0.000312	 1047032
2672	 0.000311	 1047424
2673	 0.000312	 1047816
2674	 0.000312	 1048208
2675	 0.000312	 1045925
2676	 0.000312	 1046316
2677	 0.000312	 1046707
2678	 0.000314	 1047098
2679	 0.000312	 1047489
2680	 0.000312	 1047880
2681	 0.000312	 1048271
2682	 0.000312	 1045980
2683	 0.000311	 1046370
2684	 0.000312	 1046760
2685	 0.000312	 1047150
2686	 0.000312	 1047540
2687	 0.000312	 1047930
2688	 0.000312	 1048320
2689	 0.000311	 1046021
2690	 0.000312	 1046410
2691	 0.000314	 1046799
2692	 0.000312	 1047188
2693	 0.000312	 1047577
2694	 0.000312	 1047966
2695	 0.000312	 1048355
2696	 0.000311	 1046048
2697	 0.000312	 1046436
2698	 0.000311	 1046824
2699	 0.000312	 1047212
2700	 0.000312	 1047600
2701	 0.000312	 1047988
2702	 0.000312	 1048376
2703	 0.000311	 1046061
2704	 0.000314	 1046448
2705	 0.000312	 1046835
2706	 0.000312	 1047222
2707	 0.000312	 1047609
2708	 0.000312	 1047996
2709	 0.000312	 1048383
2710	 0.000311	 1046060
2711	 0.000312	 1046446
2712	 0.000311	 1046832
2713	 0.000312	 1047218
2714	 0.000312	 1047604
2715	 0.000312	 1047990
2716	 0.000314	 1048376
2717	 0.000312	 1046045
2718	 0.000312	 1046430
2719	 0.000312	 1046815
2720	 0.000312	 1047200
2721	 0.000323	 1047585
2722	 0.000312	 1047970
2723	 0.000312	 1048355
2724	 0.000311	 1046016
2725	 0.000312	 1046400
2726	 0.000312	 1046784
2727	 0.000312	 1047168
2728	 0.000349	 1047552
2729	 0.000316	 1047936
2730	 0.000312	 1048320
2731	 0.000312	 1045973
2732	 0.000311	 1046356
2733	 0.000312	 1046739
2734	 0.000311	 1047122
2735	 0.000312	 1047505
2736	 0.000312	 1047888
2737	 0.000312	 1048271
2738	 0.000311	 1045916
2739	 0.000312	 1046298
2740	 0.000311	 1046680
2741	 0.000312	 1047062
2742	 0.000314	 1047444
2743	 0.000312	 1047826
2744	 0.000312	 1048208
2745	 0.000311	 1045845
2746	 0.000311	 1046226
2747	 0.000312	 1046607
2748	 0.000311	 1046988
2749	 0.000311	 1047369
2750	 0.000312	 1047750
2751	 0.000312	 1048131
2752	 0.000312	 1048512
2753	 0.000311	 1046140
2754	 0.000314	 1046520
2755	 0.000311	 1046900
2756	 0.000312	 1047280
2757	 0.000312	 1047660
2758	 0.000312	 1048040
2759	 0.000312	 1048420
2760	 0.000312	 1046040
2761	 0.000311	 1046419
2762	 0.000312	 1046798
2763	 0.000311	 1047177
2764	 0.000312	 1047556
2765	 0.000312	 1047935
2766	 0.000312	 1048314
2767	 0.000326	 1045926
2768	 0.000312	 1046304
2769	 0.000311	 1046682
2770	 0.000312	 1047060
2771	 0.000311	 1047438
2772	 0.000312	 1047816
2773	 0.000312	 1048194
2774	 0.000312	 1048572
2775	 0.000328	 1046175
2776	 0.000311	 1046552
2777	 0.000312	 1046929
2778	 0.000311	 1047306
2779	 0.000390	 1047683
2780	 0.000588	 1048060
2781	 0.000643	 1048437
2782	 0.000655	 1046032
2783	 0.000586	 1046408
2784	 0.000609	 1046784
2785	 0.000355	 1047160
2786	 0.000312	 1047536
2787	 0.000318	 1047912
2788	 0.000312	 1048288
2789	 0.000311	 1045875
2790	 0.000311	 1046250
2791	 0.000312	 1046625
2792	 0.000311	 1047000
2793	 0.000312	 1047375
2794	 0.000312	 1047750
2795	 0.000312	 1048125
2796	 0.000312	 1048500
2797	 0.000311	 1046078
2798	 0.000311	 1046452
2799	 0.000312	 1046826
2800	 0.000313	 1047200
2801	 0.000312	 1047574
2802	 0.000312	 1047948
2803	 0.000312	 1048322
2804	 0.000311	 1045892
2805	 0.000311	 1046265
2806	 0.000312	 1046638
2807	 0.000311	 1047011
2808	 0.000312	 1047384
2809	 0.000312	 1047757
2810	 0.000312	 1048130
2811	 0.000312	 1048503
2812	 0.000311	 1046064
2813	 0.000314	 1046436
2814	 0.000311	 1046808
2815	 0.000312	 1047180
2816	 0.000311	 1047552
2817	 0.000312	 1047924
2818	 0.000312	 1048296
2819	 0.000311	 1045849
2820	 0.000312	 1046220
2821	 0.000332	 1046591
2822	 0.000312	 1046962
2823	 0.000312	 1047333
2824	 0.000311	 1047704
2825	 0.000312	 1048075
2826	 0.000316	 1048446
2827	 0.000311	 1045990
2828	 0.000312	 1046360
2829	 0.000311	 1046730
2830	 0.000312	 1047100
2831	 0.000312	 1047470
2832	 0.000312	 1047840
2833	 0.000312	 1048210
2834	 0.000311	 1045746
2835	 0.000311	 1046115
2836	 0.000374	 1046484
2837	 0.000311	 1046853
2838	 0.000316	 1047222
2839	 0.000311	 1047591
2840	 0.000312	 1047960
2841	 0.000312	 1048329
2842	 0.000311	 1045856
2843	 0.000311	 1046224
2844	 0.000312	 1046592
2845	 0.000312	 1046960
2846	 0.000312	 1047328
2847	 0.000312	 1047696
2848	 0.000312	 1048064
2849	 0.000312	 1048432
2850	 0.000311	 1045950
2851	 0.000314	 1046317
2852	 0.000311	 1046684
2853	 0.000312	 1047051
2854	 0.000311	 1047418
2855	 0.000312	 1047785
2856	 0.000312	 1048152
2857	 0.000312	 1048519
2858	 0.000311	 1046028
2859	 0.000311	 1046394
2860	 0.000312	 1046760
2861	 0.000311	 1047126
2862	 0.000314	 1047492
2863	 0.000312	 1047858
2864	 0.000314	 1048224
2865	 0.000311	 1045725
2866	 0.000311	 1046090
2867	 0.000312	 1046455
2868	 0.000312	 1046820
2869	 0.000312	 1047185
2870	 0.000312	 1047550
2871	 0.000312	 1047915
2872	 0.000312	 1048280
2873	 0.000311	 1045772
2874	 0.000311	 1046136
2875	 0.000328	 1046500
2876	 0.000312	 1046864
2877	 0.000315	 1047228
2878	 0.000312	 1047592
2879	 0.000312	 1047956
2880	 0.000312	 1048320
2881	 0.000311	 1045803
2882	 0.000311	 1046166
2883	 0.000311	 1046529
2884	 0.000312	 1046892
2885	 0.000311	 1047255
2886	 0.000312	 1047618
2887	 0.000380	 1047981
2888	 0.000312	 1048344
2889	 0.000315	 1045818
2890	 0.000312	 1046180
2891	 0.000311	 1046542
2892	 0.000311	 1046904
2893	 0.000312	 1047266
2894	 0.000312	 1047628
2895	 0.000311	 1047990
2896	 0.000312	 1048352
2897	 0.000311	 1045817
2898	 0.000312	 1046178
2899	 0.000311	 1046539
2900	 0.000311	 1046900
2901	 0.000312	 1047261
2902	 0.000313	 1047622
2903	 0.000312	 1047983
2904	 0.000312	 1048344
2905	 0.000311	 1045800
2906	 0.000311	 1046160
2907	 0.000312	 1046520
2908	 0.000311	 1046880
2909	 0.000312	 1047240
2910	 0.000311	 1047600
2911	 0.000312	 1047960
2912	 0.000312	 1048320
2913	 0.000311	 1045767
2914	 0.000311	 1046126
2915	 0.000314	 1046485
2916	 0.000311	 1046844
2917	 0.000311	 1047203
2918	 0.000312	 1047562
2919	 0.000312	 1047921
2920	 0.000312	 1048280
2921	 0.000311	 1045718
2922	 0.000311	 1046076
2923	 0.000311	 1046434
2924	 0.000312	 1046792
2925	 0.000311	 1047150
2926	 0.000312	 1047508
2927	 0.000311	 1047866
2928	 0.000315	 1048224
2929	 0.000311	 1045653
2930	 0.000326	 1046010
2931	 0.000311	 1046367
2932	 0.000311	 1046724
2933	 0.000312	 1047081
2934	 0.000311	 1047438
2935	 0.000312	 1047795
2936	 0.000312	 1048152
2937	 0.000312	 1048509
2938	 0.000311	 1045928
2939	 0.000567	 1046284
2940	 0.000610	 1046640
2941	 0.000311	 1046996
2942	 0.000312	 1047352
2943	 0.000312	 1047708
2944	 0.000312	 1048064
2945	 0.000312	 1048420
2946	 0.000311	 1045830
2947	 0.000311	 1046185
2948	 0.000312	 1046540
2949	 0.000311	 1046895
2950	 0.000312	 1047250
2951	 0.000316	 1047605
2952	 0.000311	 1047960
2953	 0.000312	 1048315
2954	 0.000311	 1045716
2955	 0.000311	 1046070
2956	 0.000312	 1046424
2957	 0.000312	 1046778
2958	 0.000311	 1047132
2959	 0.000312	 1047486
2960	 0.000311	 1047840
2961	 0.000312	 1048194
2962	 0.000312	 1048548
2963	 0.000311	 1045939
2964	 0.000314	 1046292
2965	 0.000312	 1046645
2966	 0.000311	 1046998
2967	 0.000312	 1047351
2968	 0.000311	 1047704
2969	 0.000312	 1048057
2970	 0.000312	 1048410
2971	 0.000311	 1045792
2972	 0.000311	 1046144
2973	 0.000311	 1046496
2974	 0.000311	 1046848
2975	 0.000312	 1047200
2976	 0.000311	 1047552
2977	 0.000314	 1047904
2978	 0.000312	 1048256
2979	 0.000334	 1045629
2980	 0.000311	 1045980
2981	 0.000312	 1046331
2982	 0.000311	 1046682
2983	 0.000311	 1047033
2984	 0.000312	 1047384
2985	 0.000311	 1047735
2986	 0.000312	 1048086
2987	 0.000312	 1048437
2988	 0.000311	 1045800
2989	 0.000311	 1046150
2990	 0.000316	 1046500
2991	 0.000311	 1046850
2992	 0.000312	 1047200
2993	 0.000311	 1047550
2994	 0.000312	 1047900
2995	 0.000312	 1048250
2996	 0.000311	 1045604
2997	 0.000311	 1045953
2998	 0.000311	 1046302
2999	 0.000311	 1046651
3000	 0.000312	 1047000
3001	 0.000311	 1047349
3002	 0.000314	 1047698
3003	 0.000312	 1048047
3004	 0.000311	 1048396
3005	 0.000312	 1045740
3006	 0.000312	 1046088
3007	 0.000311	 1046436
3008	 0.000311	 1046784
3009	 0.000312	 1047132
3010	 0.000312	 1047480
3011	 0.000312	 1047828
3012	 0.000311	 1048176
3013	 0.000312	 1048524
3014	 0.000311	 1045858
3015	 0.000314	 1046205
3016	 0.000311	 1046552
3017	 0.000311	 1046899
3018	 0.000312	 1047246
3019	 0.000311	 1047593
3020	 0.000312	 1047940
3021	 0.000312	 1048287
3022	 0.000311	 1045612
3023	 0.000311	 1045958
3024	 0.000311	 1046304
3025	 0.000311	 1046650
3026	 0.000311	 1046996
3027	 0.000312	 1047342
3028	 0.000314	 1047688
3029	 0.000312	 1048034
3030	 0.000312	 1048380
3031	 0.000311	 1045695
3032	 0.000311	 1046040
3033	 0.000312	 1046385
3034	 0.000324	 1046730
3035	 0.000312	 1047075
3036	 0.000312	 1047420
3037	 0.000312	 1047765
3038	 0.000312	 1048110
3039	 0.000313	 1048455
3040	 0.000311	 1045760
3041	 0.000314	 1046104
3042	 0.000311	 1046448
3043	 0.000312	 1046792
3044	 0.000312	 1047136
3045	 0.000311	 1047480
3046	 0.000312	 1047824
3047	 0.000312	 1048168
3048	 0.000312	 1048512
3049	 0.000311	 1045807
3050	 0.000311	 1046150
3051	 0.000311	 1046493
3052	 0.000312	 1046836
3053	 0.000313	 1047179
3054	 0.000312	 1047522
3055	 0.000312	 1047865
3056	 0.000312	 1048208
3057	 0.000312	 1048551
3058	 0.000311	 1045836
3059	 0.000311	 1046178
3060	 0.000312	 1046520
3061	 0.000312	 1046862
3062	 0.000311	 1047204
3063	 0.000312	 1047546
3064	 0.000312	 1047888
3065	 0.000311	 1048230
3066	 0.000315	 1048572
3067	 0.000311	 1045847
